Iniciativa;Dia/Semana;Data Inicial;Data Final;Principal usuario;Mencao inicial;Assunto;Impacto;Titulos;Posts;Usuarios;Alcance Potencial;RTs;Posts/Dia;Sent. Positivo;Sent. Negativo;Sent. Neutro;Duracao;Atualizacoes
Gauge;NA;2018-08-16;2018-08-16;NA;NA;Institucional ;Baixo;ALERTA DE RISCO 07147/18: (BAIXO) Internaura relaciona Roberto Setúbal, Itaú e Marina Silva;14;13;17238;NA;14;NA;NA;NA;1;0
Gauge;NA;2018-08-17;2018-08-17;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08149/18: (MODERADO) Repercussão da entrevista de vice-presidente do Itaú sobre tema político;111;108;9514114;NA;56;NA;NA;NA;1;0
Gauge;NA;2018-08-17;2018-08-17;NA;NA;Institucional;Baixo;ALERTA INFORMATIVO 07159/18: (BAIXO) Repercussão sobre estudo realizado por Itaú BBA sobre Petrobras;32;31;32850;NA;32;NA;NA;NA;1;0
Gauge;NA;2018-08-17;2018-08-17;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07151/18: (BAIXO) Influenciadora critica engano entre correntistas cometido pelo Itaú;24;9;7786;NA;24;NA;NA;NA;1;0
Gauge;NA;2018-08-17;2018-08-17;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07150/18: (BAIXO) Perfil critica serviços bancários por liderarem ranking de reclamações no Procon;13;11;9620;NA;13;NA;NA;NA;1;0
Gauge;NA;2018-08-18;2018-08-18;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05152/18: (BAIXO) Internauta diz que foi assaltado e que o carro envolvido pertence ao Itaú;2;2;13;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-08-19;2018-08-21;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08153/18: (MODERADO) Repórter do Estadão associa Assad ao Itaú;252;233;356606;NA;84;NA;NA;NA;3;2
Gauge;NA;2018-08-19;2018-08-19;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05160/18: (BAIXO) Internauta publica foto de suposta explosão no Banco Itaú;2;2;36200;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-08-20;2018-08-20;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08155/18: (MODERADO) Influenciador alega que Banco patrocina Marina Silva;140;137;365489;NA;70;NA;NA;NA;1;0
Gauge;NA;2018-08-20;2018-08-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08154/18: (BAIXO) Repercute matéria que associa diretamente o Itaú com o Partido Novo;137;116;114897;NA;34;NA;NA;NA;2;2
Gauge;NA;2018-08-20;2018-08-20;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08156/18: (BAIXO) Detrator do banco cita Itaú e outros bancos em crítica ao candidatos à presidência;23;20;22458;NA;23;NA;NA;NA;1;0
Gauge;NA;2018-08-20;2018-08-20;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12158/18: (BAIXO) Sindicato dos bancários divulga negociação com Fenaban;7;4;20532;NA;7;NA;NA;NA;1;0
Gauge;NA;2018-08-20;2018-08-20;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06157/18: (BAIXO) Influenciador se queixa de receber mensagens informativas por engano;1;1;64000;NA;0;NA;NA;NA;1;0
Gauge;NA;2018-08-21;2018-08-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08164/18: (BAIXO) Internauta crítica associação da cor laranja ao Itaú e ao Partido Novo;74;46;30443;NA;74;NA;NA;NA;1;0
Gauge;NA;2018-08-21;2018-08-21;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08163/18: (BAIXO) Internauta critica suposta relação de vice-presidente do Itaú com políticos de esquerda;48;43;22634;NA;48;NA;NA;NA;1;0
Gauge;NA;2018-08-21;2018-08-21;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07161/18: (BAIXO) Repercussão sobre resultados financeiros de bancos do Brasil;44;40;162884;NA;44;NA;NA;NA;1;0
Gauge;NA;2018-08-21;2018-08-21;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07162/18: (BAIXO) Internauta critica relação de família Setubal com Marina Silva;8;8;17244;NA;8;NA;NA;NA;1;0
Gauge;NA;2018-08-22;2018-08-22;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 11167/18: Internauta publica reclamação sobre suposta discriminação em agência;7;5;2021;NA;7;NA;NA;NA;1;0
Gauge;NA;2018-08-22;2018-08-22;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08166/18: (BAIXO) O Antagonista divulga doação de pai de presidente do Itaú para João Amoedo;57;41;560300;NA;29;NA;NA;NA;1;0
Gauge;NA;2018-08-22;2018-08-22;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08165/18: (BAIXO) Perfil publica resultado de pesquisa eleitoral e associa Itaú ao Partido Novo;39;34;11421;NA;39;NA;NA;NA;1;0
Gauge;NA;2018-08-23;2018-08-24;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08168/18: (EXTREMO) Candidato João Amoêdo cita o Itaú e demais bancos;2304;2225;1344765;NA;768;NA;NA;NA;2;2
Gauge;NA;2018-08-23;2018-08-23;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03169/18: (BAIXO) Usuário solicita atendimento em rede social;1;1;19344;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-08-25;2018-08-25;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08170/18: (BAIXO) Internauta associa Amoedo ao Itaú;16;16;883;NA;8;NA;NA;NA;1;0
Gauge;NA;2018-08-25;2018-08-25;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08171/18: (BAIXO) Influenciadora associa Itaú à Marina Silva e Temer;14;11;12336;NA;14;NA;NA;NA;1;0
Gauge;NA;2018-08-25;2018-08-25;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08172/18: (BAIXO) Usuário afirma ligação de Amoedo com Itaú até 2018;9;7;3130;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-08-27;2018-08-28;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08176/18: (EXTREMO) Influenciadores realizam associação de Amoêdo, Soros, Itaú e Partido Novo;2012;1760;1954438;NA;671;NA;NA;NA;2;2
Gauge;NA;2018-08-27;2018-08-28;NA;NA;Relações Políticas;Alto;ALERTA DE RISCO 08177/18: (ALTO) Influenciador compartilha vídeo como crítica de Amoedo e o associa ao Itaú;442;426;1472173;NA;221;NA;NA;NA;2;2
Gauge;NA;2018-08-27;2018-08-27;NA;NA;Produtos e Serviços;Moderado;ALERTA DE RISCO 06173/18: (MODERADO) Indisponibilidade no Itaú internet e mobile (PF/PJ);124;104;87453;NA;124;NA;NA;NA;1;0
Gauge;NA;2018-08-27;2018-08-27;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08178/18: (BAIXO) Internauta associa Itaú a candidatos à presidência;72;67;1328;NA;72;NA;NA;NA;1;0
Gauge;NA;2018-08-27;2018-08-27;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08175/18: (BAIXO) Internautas compartilham matéria do Sindicato que associa o Itaú e Partido Novo;67;65;55409;NA;22;NA;NA;NA;1;0
Gauge;NA;2018-08-27;2018-08-27;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08179/18: (BAIXO) Internauta acusa George Soros de influenciar a tomada de decisões do banco Itaú;30;23;2545;NA;30;NA;NA;NA;1;0
Gauge;NA;2018-08-27;2018-08-27;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06174/18: (BAIXO) Detrator faz comparativo de serviço do Itaú com o Banco Inter;8;8;63898;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-08-28;2018-08-29;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08180/18: (MODERADO) Influenciador realiza ironia sobre George Soros ter adquirido o Itaú;308;308;241117;NA;153;NA;NA;NA;2;1
Gauge;NA;2018-08-28;2018-08-29;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08181/18: (MODERADO) Perfil influente rebate especulações sobre George Soros ter adquirido o Itaú;131;131;182796;NA;131;NA;NA;NA;1;0
Gauge;NA;2018-08-30;2018-08-30;NA;NA;Relações Políticas;Alto;ALERTA DE RISCO 08184/18: (ALTO) Internauta cita Itaú em critica direcionada a comportamentos políticos de forma irônica;459;443;1841;NA;459;NA;NA;NA;1;0
Gauge;NA;2018-08-30;2018-08-30;NA;NA;Institucional;Moderado;ALERTA INFORMATIVO 07183/18: (MODERADO) Portais repercutem notícia sobre parceria entre Itaú e PayPal;90;85;13424045;NA;45;NA;NA;NA;1;0
Gauge;NA;2018-08-30;2018-08-30;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08182/18: (BAIXO) Influenciador associa o Itaú ao Partido Novo e cita sobre dívida perdoada;88;87;173223;NA;44;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-04;NA;NA;Institucional;Alto;ALERTA DE RISCO 07186/18: (ALTO) Influenciador associa o Itaú Cultural com tragédia em Museu Nacional;423;414;535680;NA;141;NA;NA;NA;2;2
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08190/18: (MODERADO) Detrator do banco compartilha matéria antiga que associa família do Itaú a ações políticas;92;81;25352;NA;92;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07188/18: (BAIXO) Perfil critica segregação gerada em condomínio de luxo de executivos do Itaú no RJ;52;51;126317;NA;52;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07190/18: (BAIXO) Usuário propõe debate sobre privatização de museus e cita Itaú Cultural;49;48;5429;NA;49;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08189/18: (BAIXO) Candidata a Deputada Estadual divulga falta de recursos do Museu Nacional e faz associação ao Itaú;36;33;935;NA;36;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08187/18: (BAIXO) Guilherme Boulos afirma que não governará pelos supostos interesses do Itaú;31;31;145446;NA;15;NA;NA;NA;1;0
Gauge;NA;2018-09-03;2018-09-03;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08185/18: (BAIXO) Gordo Geek satiriza sua expectativa pela queda dos lucros do Itaú;9;9;63900;NA;3;NA;NA;NA;1;0
Gauge;NA;2018-09-04;2018-09-04;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07191/18: (BAIXO) Jornalista sugere auxílio do Itaú na recuperação de museus;11;11;19543;NA;11;NA;NA;NA;1;0
Gauge;NA;2018-09-05;2018-09-05;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 08193/18: (BAIXO) Usuário acusa segurança do Itaú de compactuar com atitude homofóbica;2;2;12858;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-09-05;2018-09-05;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08192/18: (BAIXO) Usuário faz nova associação entre Itaú e João Amoêdo;57;56;76574;NA;57;NA;NA;NA;1;0
Gauge;NA;2018-09-06;2018-09-11;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08195/18: (EXTREMO) Usuário associa Amoêdo com o valor das taxas cobradas pelo Itaú;3276;3234;3062227;NA;546;NA;NA;NA;6;8
Gauge;NA;2018-09-06;2018-09-06;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08197/18: (MODERADO) Influenciadora faz associação entre Itaú e decisões políticas;242;240;393585;NA;121;NA;NA;NA;1;0
Gauge;NA;2018-09-06;2018-09-06;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08196/18: (MODERADO) Influenciador associa Itaú ao Partido Novo;132;132;251838;NA;66;NA;NA;NA;1;0
Gauge;NA;2018-09-06;2018-09-06;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08198/18: (BAIXO) Portal faz associação entre Itaú, Partido Novo e TSE;43;39;259884;NA;43;NA;NA;NA;1;0
Gauge;NA;2018-09-06;2018-09-19;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03194/18: (BAIXO) Cliente se queixa de suporte do Itaú para deficientes visuais;24;20;373417;NA;2;NA;NA;NA;14;1
Gauge;NA;2018-09-07;2018-09-11;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05199/18: (BAIXO) Segundo portal clientes Itaú estão recebendo SMS direcionado a site falso;24;24;197706;NA;5;NA;NA;NA;5;1
Gauge;NA;2018-09-10;2018-09-11;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06200/18: (BAIXO) Usuários se queixam de indisponibilidade nos canais digitais de Itaú;121;103;187495;NA;60;NA;NA;NA;2;1
Gauge;NA;2018-09-11;2018-09-11;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08202/18: (BAIXO) Portal associa proposta de João Amoêdo com o Itaú;0;NA;NA;NA;NA;NA;NA;NA;1;0
Gauge;NA;2018-09-11;2018-09-19;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08201/18: (EXTREMO) Usuários compartilham informação que agressor de Bolsonaro possuía cartão do Itaú;3143;2294;12216933;NA;185;NA;NA;NA;9;9
Gauge;NA;2018-09-11;2018-09-11;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03203/18: (BAIXO) Influenciador cobra cartão de débito que não foi entregue;1;1;41352;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-09-12;2018-09-12;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07204/18: (BAIXO) Influenciador direciona crítica ao Itaú;12;12;7650;NA;12;NA;NA;NA;1;0
Gauge;NA;2018-09-13;2018-09-14;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08206/18: (MODERADO) Jovens reacionários citam perdão de dívida do Itaú;214;214;179152;NA;107;NA;NA;NA;2;1
Gauge;NA;2018-09-13;2018-09-13;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08205/18: (BAIXO) Influenciadora faz associação entre Amoedo e Itaú;38;21;42889;NA;38;NA;NA;NA;1;0
Gauge;NA;2018-09-14;2018-09-14;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08207/18: (MODERADO) Usuário associa proposta de Ciro Gomes com bancos privados;199;199;357501;NA;199;NA;NA;NA;1;0
Gauge;NA;2018-09-17;2018-09-17;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 03209/18: (BAIXO) Usuário acusa Itaú de homofobia;1;1;798;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-09-17;2018-09-17;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08208/18: (BAIXO) Cândido Bracher compara momento eleitoral com alta nos juros;9;9;62818;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-09-19;2018-09-19;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06210/18: (BAIXO) Ricardo Noblat reclama de problemas com cartão do Itaú;31;22;991796;NA;15;NA;NA;NA;1;0
Gauge;NA;2018-09-19;2018-09-19;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08211/18: (BAIXO) Influenciador supõe que Itaú interferiu em posicionamento de Amoêdo;10;9;50342;NA;10;NA;NA;NA;1;0
Gauge;NA;2018-09-20;2018-09-20;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 07212/18: (BAIXO) Portal publica sobre apoio do Itaú à diversidade e recebe críticas;2;2;15474;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-09-20;2018-09-21;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05214/18: (BAIXO) Cliente responsabiliza Itaú por fraude em contrato de empréstimo;62;1;76;NA;21;NA;NA;NA;2;1
Gauge;NA;2018-09-20;2018-09-20;NA;NA;Comunicacao;Baixo;ALERTA DE RISCO 04213/18: (BAIXO) Campanha da XP com Luciano Huck gera debate entre usuários;12;12;118724;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-09-20;2018-09-20;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06215/18: (BAIXO) Internautas se queixam de indisponibilidade de APPs Itaú;9;9;2428;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-09-24;2018-09-24;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 04217/18: (BAIXO) Internauta considera comercial do Itaú preconceituoso;2;1;26;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-09-24;2018-09-24;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08218/18: (MODERADO) Portais associam decisões políticas ao Itaú;0;NA;NA;NA;NA;NA;NA;NA;1;0
Gauge;NA;2018-09-24;2018-09-25;NA;NA;Relações Políticas;Extremo;ALERTA DE RISCO 08216/18: (EXTREMO) Usuários se posicionam em relação ao manifesto contra Bolsonaro;3092;2516;25724871;NA;1031;NA;NA;NA;2;6
Gauge;NA;2018-09-24;2018-09-24;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07219/18: (BAIXO) Repórter se queixa por solicitar cancelamento de conta de sua irmã e descobrir após 7 meses que o cancelamento não ocorreu;9;9;398434;NA;9;NA;NA;NA;1;0
Gauge;NA;2018-09-27;2018-09-27;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 11220/18 (BAIXO) Usuários alertam comportamento racista em agência do RJ;3;3;1349;NA;3;NA;NA;NA;1;0
Gauge;NA;2018-09-28;2018-09-28;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08222/18: (MODERADO) Usuários movimentam ação de boicote às campanhas com Anitta;116;115;182566;NA;58;NA;NA;NA;1;0
Gauge;NA;2018-09-28;2018-09-28;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06221/18: (BAIXO) Intermitência nos canais digitais do Itaú;33;25;13650;NA;33;NA;NA;NA;1;1
Gauge;NA;2018-10-02;2018-10-02;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08223/18: (BAIXO) Usuário associa Itaú à declaração de Antonio Palocci;12;12;23044;NA;6;NA;NA;NA;1;0
Gauge;NA;2018-10-02;2018-10-02;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08224/18: (BAIXO) Usuária faz associações entre o PT e o Itaú;9;9;2414;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-10-03;2018-10-10;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08226/18: (MODERADO) Usuário questiona proposta de Fernando Haddad e associa com o Itaú ;189;166;112852;NA;27;NA;NA;NA;8;2
Gauge;NA;2018-10-03;2018-10-03;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05225/18: (BAIXO) Portais alertam para ataques hackers por meio de roteadores;74;72;628157;NA;37;NA;NA;NA;1;0
Gauge;NA;2018-10-04;2018-10-11;NA;NA;Relações Políticas;Alto;ALERTA DE RISCO 08227/18: (ALTO) Influenciador faz nova associação entre Amoêdo e Itaú;543;467;591894;NA;68;NA;NA;NA;8;3
Gauge;NA;2018-10-04;2018-10-04;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08228/18: (BAIXO) Usuário associa presidenciáveis ao Itaú;9;6;33539;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-10-05;2018-10-05;NA;NA;Diversidade;Baixo;ALERTA DE OPORTUNIDADE 10229/18: (BAIXO) Internauta realiza apelo para o Itaú Cultural;1;1;52;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-10-08;2018-10-10;NA;NA;Diversidade;Baixo;ALERTA DE RISCO 07231/18: (BAIXO) Usuário questiona Itaú sobre publicação de funcionário da agência África;2;2;1264;NA;1;NA;NA;NA;3;1
Gauge;NA;2018-10-08;2018-10-08;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06230/18: (BAIXO) Reclamações sobre indisponibilidade no Itaú Corretora ;26;14;36712;NA;26;NA;NA;NA;1;0
Gauge;NA;2018-10-09;2018-10-11;NA;NA;Relações Políticas;Sem impacto;ALERTA DE RISCO 08234/18: (MODERADO) Joice Hasselmann menciona Itaú como participante de reunião política;0;NA;NA;NA;NA;NA;NA;NA;3;1
Gauge;NA;2018-10-09;2018-10-11;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08237/18: (MODERADO) Usuários se manifestam sobre a isenção de apoio do Partido Novo;109;98;144346;NA;157;NA;NA;NA;3;0
Gauge;NA;2018-10-09;2018-10-10;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05232/18: (BAIXO) Agência do Itaú é assaltada na Vila Carrão;3;3;1313;NA;3;NA;NA;NA;2;1
Gauge;NA;2018-10-10;2018-10-10;NA;NA;Relações Políticas;Alto;ALERTA DE RISCO 08233/18: (ALTO) Influenciador ironiza associações políticas ao Itaú;315;315;2019740;NA;157;NA;NA;NA;1;0
Gauge;NA;2018-10-12;2018-10-15;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08238/18: (EXTREMO) Detrator do banco associa Itaú à crítica de exposição supostamente ligada ao candidato Haddad;2735;2688;3526450;NA;912;NA;NA;NA;4;3
Gauge;NA;2018-10-15;2018-10-15;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05239/18: (BAIXO) Portal noticia depredação de agência em Porto Alegre durante manifestação;4;4;527566;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-10-15;2018-10-15;NA;NA;Agência;Sem impacto;ALERTA DE RISCO 11241/18: Repercussão sobre uma tentativa de assalta em agência de Parnaíba do Sul;0;NA;NA;NA;NA;NA;NA;NA;1;0
Gauge;NA;2018-10-15;2018-10-15;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06240/18: (BAIXO) Instabilidade nos canais digitais (PF/PJ);63;58;722860;NA;68;NA;NA;NA;1;1
Gauge;NA;2018-10-16;2018-10-16;NA;NA;Institucional;Baixo;ALERTA DE RISCO 07242/18: Ex-funcionária acusa Itaú de maus tratos e discriminação;4;1;114;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-10-17;2018-10-17;NA;NA;Comunicacao;Moderado;ALERTA DE RISCO 04245/18 (MODERADO): Usuários associam #leiaparaumacrianca à pautas políticas;186;169;997834;NA;93;NA;NA;NA;1;0
Gauge;NA;2018-10-17;2018-10-17;NA;NA;Atendimento;Baixo;ALERTA DE RISCO 03244/18 (BAIXO): Rapper se queixa de atendimento automático do Itaú;10;9;158279;NA;5;NA;NA;NA;1;0
Gauge;NA;2018-10-17;2018-10-17;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06243/18 (BAIXO): Influenciador reclama de cobranças indevidas em sua conta ;3;2;8199;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-10-19;2018-10-19;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08246/18 (BAIXO): Usuário faz associações políticas entre sócio do Itaú e Cia das Letras;10;10;7293;NA;5;NA;NA;NA;1;0
Gauge;NA;2018-10-19;2018-10-19;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08247/18 (BAIXO): Usuários associações entre Itaú e interesses políticos;9;9;17386;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-10-20;2018-10-20;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08248/18 (MODERADO): Usuário critica Bolsonaro e cita Itaú;122;122;6646;NA;122;NA;NA;NA;3;1
Gauge;NA;2018-10-21;2018-10-21;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06249/18 (BAIXO): Usuários se queixam por não conseguir acesso aos canais digitais do Itaú;13;13;45996;NA;13;NA;NA;NA;1;0
Gauge;NA;2018-10-23;2018-10-23;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08250/18: (MODERADO) Fernando Haddad menciona vínculo com Unibanco;154;152;333374;NA;77;NA;NA;NA;1;0
Gauge;NA;2018-10-23;2018-10-23;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06251/18: (BAIXO) Usuários se queixam de indisponibilidade nos canais digitais da marca;82;73;58279;NA;82;NA;NA;NA;1;0
Gauge;NA;2018-10-24;2018-10-24;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08252/18: (BAIXO) Fernando Haddad faz elogios à Neca Setúbal em evento;51;51;73245;NA;25;NA;NA;NA;1;0
Gauge;NA;2018-10-26;2018-10-26;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12253/18: (BAIXO) Internauta compartilha matéria que acusa Itaú de praticar assédio moral;7;7;15696;NA;7;NA;NA;NA;1;0
Gauge;NA;2018-10-27;2018-10-27;NA;NA;Mobilidade;Baixo;ALERTA DE RISCO 09254/18: (BAIXO) Usuária critica indisponibilidade de bike Itaú em BH;1;1;505;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-10-29;2018-10-29;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08255/18: (BAIXO) Usuário associa Itaú com interesses políticos;14;14;118445;NA;7;NA;NA;NA;1;0
Gauge;NA;2018-10-29;2018-10-29;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08256/18: (BAIXO) Influenciador cita o Itaú e outras empresas em associação política;9;9;4118;NA;5;NA;NA;NA;1;0
Gauge;NA;2018-10-30;2018-11-01;NA;NA;Relações Políticas;Extremo;ALERTA DE CRISE 08257/18: (EXTREMO) Internautas criticam e-mail do Itaú sobre os resultados eleitorais;1535;1135;10450822;NA;767;NA;NA;NA;3;31
Gauge;NA;2018-10-30;2018-10-31;NA;NA;Institucional;Moderado;ALERTA DE RISCO 07258/18: (MODERADO) Portais e usuários divulgam sobre o balanço financeiro;278;249;28746103;NA;92;NA;NA;NA;2;3
Gauge;NA;2018-11-01;2018-11-01;NA;NA;Fraude e vazamento;Baixo;ALERTA DE RISCO 01259/18: (BAIXO) Influenciador alerta para supostas atitudes fraudulentas;1;1;45240;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-11-06;2018-11-06;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08261/18: (BAIXO) Portais independentes criticam declaração de Roberto Setúbal em entrevista;58;56;2453606;NA;29;NA;NA;NA;1;0
Gauge;NA;2018-11-06;2018-11-06;NA;NA;Relações Políticas;Baixo;ALERTA DE RISCO 08263/18: (BAIXO) Repercussão sobre Carf adiar o julgamento de fusão entre Itaú e Unibanco;58;44;19277861;NA;58;NA;NA;NA;1;0
Gauge;NA;2018-11-06;2018-11-06;NA;NA;Relações Trabalhistas;Baixo;ALERTA DE RISCO 12262/18: (BAIXO) Sindicatos acusam superintendente do Itaú de assédio moral;8;8;114316;NA;4;NA;NA;NA;1;0
Gauge;NA;2018-11-06;2018-11-06;NA;NA;Seguranca Física;Baixo;ALERTA DE RISCO 05260/18: (BAIXO) Portais alertam para assalto em Guarulhos;2;2;922;NA;2;NA;NA;NA;1;0
Gauge;NA;2018-11-07;2018-11-07;NA;NA;Produtos e Serviços;Baixo;ALERTA DE RISCO 06264/18: (BAIXO) Usuários relatam instabilidade para acesso ao aplicativo;35;28;10348;NA;35;NA;NA;NA;1;0
Gauge;NA;2018-11-07;2018-11-07;NA;NA;Relacionamento;Baixo;ALERTA DE OPORTUNIDADE 10265/18: (BAIXO) Influenciador solicita atendimento do Banco;1;1;722670;NA;1;NA;NA;NA;1;0
Gauge;NA;2018-11-08;2018-11-08;NA;NA;Relações Políticas;Moderado;ALERTA DE RISCO 08266/18: (MODERADO) Usuários promovem boicote a patrocinadores da Globo e Fernanda Lima;118;110;101712;NA;59;NA;NA;NA;1;0
Gauge;NA;2018-11-09;2018-11-09;NA;NA;Institucional;Sem impacto;ALERTA INFORMATIVO 07268/18: G1 publica sobre crescimento de principais bancos brasileiros;0;NA;NA;NA;NA;NA;NA;NA;1;0
